,id,name,symbol,slug,infinite_supply,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,last_updated,tvl_ratio,platform,self_reported_circulating_supply,self_reported_market_cap,minted_market_cap,tags,quote.USD.price,quote.USD.volume_24h,quote.USD.cex_volume_24h,quote.USD.dex_volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.slug,platform.name,platform.symbol,platform.token_address,timestamp
2,825,Tether USDt,USDT,tether,True,189582683099.13315,193189782102.15887,,2015-02-25T00:00:00.000Z,183340,3,2026-05-28T09:09:00.000Z,,,,,192887114560.91,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",0.9984333149613145,89530160100.61023,87700545009.93286,1829615090.677301,10.1358,0.01581494,-0.01953082,-0.06830612,-0.1585389,-0.07250182,-0.17146207,189285666745.92786,7.7056,192887114560.91,,2026-05-28T09:09:00.000Z,1027.0,ethereum,Ethereum,ETH,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-05-28 14:41:52.692604
3,1839,BNB,BNB,bnb,False,134784730.09,134784730.09,134784730.93,2017-07-25T00:00:00.000Z,3257,4,2026-05-28T09:11:00.000Z,,,,,85128361768.98,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",631.5875820067808,1354083354.4594035,1328001198.3728342,26082156.08656951,-15.8638,-0.32019208,-3.23763043,-3.48890997,1.13786675,2.99732027,0.45989468,85128361768.97969,3.4667,85128362299.51,,2026-05-28T09:11:00.000Z,,,,,,2026-05-28 14:41:52.692604
4,52,XRP,XRP,xrp,False,61908311628.0,99985659492.0,100000000000.0,2013-08-04T00:00:00.000Z,1837,5,2026-05-28T09:11:00.000Z,,,,,128676614123.77,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.2869506965053044,2438273697.848102,2436872001.176226,1401696.67187469,41.2287,-0.2638191,-3.4007204,-6.70788579,-7.50530374,-3.60236533,-9.59459104,79672944769.12204,3.2434,128695069650.53,,2026-05-28T09:11:00.000Z,,,,,,2026-05-28 14:41:52.692604
5,3408,USDC,USDC,usd-coin,False,76372895373.28923,76372895373.28923,,2018-10-08T00:00:00.000Z,39906,6,2026-05-28T09:10:00.000Z,,,60901219650.23,60874795026.504585,76339757695.02,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.9995661068222085,14917307525.618288,11883621919.796074,3033685605.8221884,-5.4562,0.00684349,-0.0149238,-0.02361407,-0.03474208,-0.02182502,-0.04390881,76339757695.01859,3.1083,76339757695.02,,2026-05-28T09:10:00.000Z,1027.0,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-05-28 14:41:52.692604
6,5426,Solana,SOL,solana,True,578343210.2830129,627267729.0969981,,2020-04-10T00:00:00.000Z,1137,7,2026-05-28T09:10:00.000Z,,,525236893.3,42454016227.707016,50700997378.32,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities', 'coinlist-launchpad']",80.82832102858114,3941052945.7640595,3941048005.596086,4940.16797349,13.5546,-0.2538266,-3.41581062,-6.93032769,-3.66239691,-1.83983876,-7.84604664,46746510665.455574,1.9034,50700997378.32,,2026-05-28T09:10:00.000Z,,,,,,2026-05-28 14:41:52.692604
7,1958,TRON,TRX,tron,True,94811822574.7817,94811824540.5564,,2017-09-13T00:00:00.000Z,1347,8,2026-05-28T09:11:00.000Z,,,94667886298.43,33769506499.59187,33820851507.84,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.35671554335899347,1000195869.2492348,999895207.4676464,300661.78158854,10.8994,-0.80196542,-4.41577184,-0.91539535,10.34396693,11.69711314,24.99338317,33820850806.619736,1.3767,33820851507.84,,2026-05-28T09:11:00.000Z,,,,,,2026-05-28 14:41:52.692604
8,74,Dogecoin,DOGE,dogecoin,True,154423076383.70523,154423076383.70523,,2013-12-15T00:00:00.000Z,1447,9,2026-05-28T09:09:00.000Z,,,,,15180687995.93,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.09830582547267955,1000715447.8265756,999970875.777951,744572.04862463,25.055,-0.1157556,-3.41703991,-7.00260035,-1.44344473,8.0622701,-0.19250301,15180687995.93079,0.6181,15180687995.93,,2026-05-28T09:09:00.000Z,,,,,,2026-05-28 14:41:52.692604
9,32196,Hyperliquid,HYPE,hyperliquid,False,253938474.82965916,954594190.0059795,961671487.86,2024-07-15T10:14:50.000Z,267,10,2026-05-28T09:10:00.000Z,,,333931719.0,18928733024.997616,54110638617.82,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perpetuals']",56.68444160285838,898717302.7806736,738910872.580353,159806430.20032063,-12.8835,-1.98853032,-8.94636519,-2.81163467,39.99934697,42.47788348,92.27898189,14394360647.200737,0.5859,54511811294.73,,2026-05-28T09:10:00.000Z,32196.0,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec,2026-05-28 14:41:52.692604
0,1,Bitcoin,BTC,bitcoin,False,20035543.0,20035543.0,21000000.0,2010-07-13T00:00:00.000Z,12647,1,2026-05-28T09:13:00.000Z,,,,,1466093072860.3,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",73174.611382397,42565533868.067474,42533074532.602196,32459335.46527709,17.5364,-0.19416586,-3.28039743,-6.03441325,-4.7488799,9.82178178,7.68987536,1466093072860.3044,59.7045,1536666839030.34,,2026-05-28T09:13:00.000Z,,,,,,2026-05-28 14:45:09.200376
1,1027,Ethereum,ETH,ethereum,True,120685415.28186074,120685415.28186074,,2015-08-07T00:00:00.000Z,12007,2,2026-05-28T09:14:00.000Z,,,,,239483521298.65,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1984.3617452807534,18618943901.22663,18470448379.12398,148495522.10264543,18.0661,-0.21749019,-4.48017982,-7.11659044,-13.22169275,-0.86471947,-2.55959708,239483521298.6457,9.7526,239483521298.65,,2026-05-28T09:14:00.000Z,,,,,,2026-05-28 14:45:09.200376
2,825,Tether USDt,USDT,tether,True,189582683099.13315,193189782102.15887,,2015-02-25T00:00:00.000Z,183340,3,2026-05-28T09:13:00.000Z,,,,,192855610376.08,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",0.9982702411978136,89582764156.4362,87759415805.44832,1823348350.987951,10.0694,4.18e-06,-0.02077762,-0.08039691,-0.16368823,-0.09808171,-0.17681185,189254750784.3003,7.7092,192855610376.08,,2026-05-28T09:13:00.000Z,1027.0,ethereum,Ethereum,ETH,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-05-28 14:45:09.200376
3,1839,BNB,BNB,bnb,False,134784730.09,134784730.09,134784730.93,2017-07-25T00:00:00.000Z,3257,4,2026-05-28T09:14:00.000Z,,,,,85119035770.07,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",631.5183902007002,1354499225.6255383,1328411904.2303517,26087321.39518632,-15.8137,-0.3488024,-3.23032333,-3.51467686,1.11913193,3.00595039,0.43976697,85119035770.07268,3.4663,85119036300.55,,2026-05-28T09:14:00.000Z,,,,,,2026-05-28 14:45:09.200376
4,52,XRP,XRP,xrp,False,61908311628.0,99985659492.0,100000000000.0,2013-08-04T00:00:00.000Z,1837,5,2026-05-28T09:13:00.000Z,,,,,128660831630.49,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.286792848936356,2437740608.708677,2436339640.649038,1400968.05963924,41.0305,-0.25414099,-3.40586936,-6.70541044,-7.51411351,-3.61862259,-9.58236703,79663172692.63385,3.245,128679284893.64,,2026-05-28T09:13:00.000Z,,,,,,2026-05-28 14:45:09.200376
5,3408,USDC,USDC,usd-coin,False,76370684918.98647,76370684918.98647,,2018-10-08T00:00:00.000Z,39909,6,2026-05-28T09:13:00.000Z,,,60901219650.23,60877454012.29365,76340882592.25,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.9996097674550224,14944578989.834023,11906650080.932104,3037928908.901891,-5.2901,0.00686605,-0.01067283,-0.01949616,-0.01894648,-0.02324469,-0.02515066,76340882592.24884,3.1089,76340882592.25,,2026-05-28T09:13:00.000Z,1027.0,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-05-28 14:45:09.200376
6,5426,Solana,SOL,solana,True,578343196.8241854,627267715.6350957,,2020-04-10T00:00:00.000Z,1137,7,2026-05-28T09:13:00.000Z,,,525236893.3,42435733945.73816,50679162551.21,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities', 'coinlist-launchpad']",80.79351334046541,3941191904.889219,3941186964.6747127,4940.21450604,13.529,-0.25163473,-3.43123904,-6.94307549,-3.69734685,-1.89223272,-7.87214035,46726378787.98223,1.9029,50679162551.21,,2026-05-28T09:13:00.000Z,,,,,,2026-05-28 14:45:09.200376
7,1958,TRON,TRX,tron,True,94811822574.7817,94811824540.5564,,2017-09-13T00:00:00.000Z,1347,8,2026-05-28T09:14:00.000Z,,,94667886298.43,33771157999.399426,33822505518.68,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.3567329885547418,1004082216.1690233,1003781542.1009994,300674.06802381,11.4318,-0.87644005,-4.3793895,-0.94996497,10.34817978,11.66936944,24.96651517,33822504817.42381,1.3787,33822505518.68,,2026-05-28T09:14:00.000Z,,,,,,2026-05-28 14:45:09.200376
8,74,Dogecoin,DOGE,dogecoin,True,154423346383.7052,154423346383.7052,,2013-12-15T00:00:00.000Z,1447,9,2026-05-28T09:14:00.000Z,,,,,15169951236.7,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.09823612550793216,1000091670.6966592,999347331.7798566,744338.91680269,24.8074,-0.18664207,-3.44598902,-7.05026336,-1.54561055,7.99275636,-0.22253581,15169951236.704546,0.6178,15169951236.7,,2026-05-28T09:14:00.000Z,,,,,,2026-05-28 14:45:09.200376
9,32196,Hyperliquid,HYPE,hyperliquid,False,253937606.65713906,954593471.6172795,961671487.86,2024-07-15T10:14:50.000Z,267,10,2026-05-28T09:14:00.000Z,,,333931719.0,18955664790.570156,54187586352.78,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perpetuals']",56.76509211923698,899902555.8787595,739953643.1266593,159948912.75210035,-12.8408,-1.70599524,-8.92851429,-2.76699571,40.20635917,42.74064144,92.5276816,14414791634.431065,0.5876,54589370596.82,,2026-05-28T09:14:00.000Z,32196.0,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec,2026-05-28 14:45:09.200376
